NAME,CONTACT NO,RATING,RATING COUNT,ADDRESS,LOCATION,CATEGORY
Sri Sai Super Market,+(91)9659234151,3.5,7,"198,Mohan Complex, Koppampatti, Trichy - 621012, Koppampatti Colmplex",Trichy,Grocery Stores
New Star Store,+(91)9042534649,3.5,6,"Fathima Nagar, Woraiyur, Tiruchirappalli, 3rd Cross Main Road, Trichy - 620003",Trichy,Grocery Stores
Nallai Store,+(91)7200241760,5.0,5,"164, Chinna Swamy Nagar, E Block, Anna Nagar, Tiruchirappalli, Tennur, Trichy - 620017",Trichy,Grocery Stores
Sri Sai Traders,+(91)8925186734,5.0,5,"Sriramapuram, Geethapuram, Tiruchirappalli, Geethapuram Main Road, Srirangam, Trichy - 620006",Trichy,Grocery Stores
Rks Traders,+(91)9489460016,5.0,5,"167/123 Ragavendra Nagar, No 1 Tollgate, Tiruchirappalli, Trichy - 621216",Trichy,Grocery Stores
Rajas Supermarket,+(91)9843965533,4.8,6,"Plot 1, Vasudevan Nagar, Mutharasanallur, Trichy - 620101, Near Railway Station",Trichy,Grocery Stores
Janapriya Stores,+(91)4312707816,4.8,6,"No 3, Mailam Chandai, Trichy - 620008, Opposite Market Police Station",Trichy,Grocery Stores
Ganapathi Stores,+(91)9788585234,4.4,7,"Pudurpalayam, Trichy - 621711",Trichy,Grocery Stores
Ganga Super Market,+(91)4312472586,4.0,5,"No 14/5 B, Annai Prasath Complex, Crawford Colony, Trichy - 620012, Near Railway Over Bridge",Trichy,Grocery Stores
S A Arun Maligai,+(91)8489156474,4.0,5,"No.1, Eda Street, Palakarai, Tiruchirappalli, Trichy - 620001",Trichy,Grocery Stores
Thirumurugan Store,+(91)4312458184,4.0,6,"No 2, Chozhan Salai, Ayyappa Nagar, Kk Nagar, Tiruchirappalli, K K Nagar, Trichy - 620021",Trichy,Grocery Stores
Saraswathi Grocery Shop,+(91)8760847143,3.8,5,"Thirumayam, Trichy - 621308",Trichy,Grocery Stores
Saraswathi Store,+(91)4312780746,3.8,6,"Shop No:16, 8th Cross, Srinivasa Nagar, Tiruchirappalli, 7th Main Road, Puthur, Trichy - 620017",Trichy,Grocery Stores
