NAME,CONTACT NO,RATING,RATING COUNT,ADDRESS,LOCATION,CATEGORY
Ammu Super Market,,4.1,80,"No 52, Trunk Road, Poonamallee, Chennai - 600056, Near Karayanchavadi Signal",Chennai,Grocery Stores
Rathna Super Store,+(91)04442018014,4.1,80,"No:86, Kamarajar Salai ,Lakshmipuram, Thiruvanmiyur, Chennai - 600041, Opp Pillayarkovil",Chennai,Grocery Stores
Heritage Fresh,+(91)04442029981,3.8,80,"No 27, TTK Road, Alwarpet, Chennai - 600018, Near Hotel Raj Park",Chennai,Grocery Stores
Nilgiris Supermart,+(91)4422673344,3.8,79,"41, Ram Nagar, Nangainallur, 1st Main Road, Nanganallur, Chennai - 600061",Chennai,Grocery Stores
Rajendran Supermarket,+(91)9080384858,4.3,78,"152/2, Camp Road, Selaiyur, Chennai - 600073, Near Parasakthi Nagar",Chennai,Grocery Stores
Himalaya Pazhamudir Nilayam,+(91)4448573121,4.2,78,"10, Alapakkam Road Balamurugan Nagar, Bharathidasan Nagar, Porur, Chennai - 600116",Chennai,Grocery Stores
Heritage Fresh,+(91)4443532525,3.6,77,"No 1/2 Tulsi Appartment, 7th Cross Pullah Reddy Avenue, Shenoy Nagar, Chennai - 600030, Behind Shenoy Nagar Bus Stop",Chennai,Grocery Stores
D R Supermarket,+(91)4426381121,3.3,77,"No 603, C T H Road, Avadi, Chennai - 600054, Near Check Post",Chennai,Grocery Stores
Karts & Baskets,+(91)4448518333,4.1,76,"174, Madambakkam High Road, East Tambaram, Rajakilpakkam, Chennai - 600073",Chennai,Grocery Stores
Fish N Fresh,+(91)4445495509,3.8,75,"No 112, Chinthamani Vinayagar Koil Street, Alwarthirunagar, Chennai - 600087, Opposite Lacatlin School Road, Ramakrishna Nagar",Chennai,Grocery Stores
Arul Super Stores,+(91)4423741414,4.2,74,"No 322, Poonamallee High Road, Aminjikarai, Chennai - 600030, Opposite  Aminjikarai Market",Chennai,Grocery Stores
Saravana Stores Super Marke..,+(91)8925936363,3.7,74,"No 8, Murugan Koil Road, Kundrathur, Chennai - 600069, Near State Bank Of India",Chennai,Grocery Stores
Spar Hypermarket (V R Mall),+(91)04466622267,3.3,74,"V R Mall, Ground Floor, Jawaharlal Nehru Road, Anna Nagar, Chennai - 600040, Near Metro Station & Vee Care Hospital",Chennai,Grocery Stores
Tre Organic Farmers Market,+(91)4442849657,4.7,73,"Old No 2 New No 3, Lamech Avenue Spurtank Road, Chetpet, Chennai - 600031, Near CMCT Hospital",Chennai,Grocery Stores
Balaji Super Store,+(91)9840353366,3.9,70,"No 83, Gst Road, Tambaram West, Chennai - 600045, Near LK Jewllery, Kadaperi",Chennai,Grocery Stores
Sowmya Grocery,,3.9,70,"No. 213, Amman Koil Street, Parrys, Chennai - 600001, Broadway",Chennai,Grocery Stores
Sri Aanjaneyar Super Market,+(91)4443521956,4.3,69,"No-4/11, 3rd Main Road, Nanganallur, Chennai - 600061, Near By Thillaiganaga Subway",Chennai,Grocery Stores
Reliance Fresh,+(91)4442030519,4.1,69,"Old No 19, New No 4, Abinav Centre, Ground Floor, Chamiers Road, Teynampet, Chennai - 600018, Behind Adyar Gate Hotel, Co Operative Colony",Chennai,Grocery Stores
Sandhiya Stores,+(91)4426532243,4.6,67,"Nolambur, Ambattur Industrial Estate, 3rd Main Road, Mogappair West, Chennai - 600037",Chennai,Grocery Stores
Naveen Super Market,+(91)9840179869,4.0,66,"No 17 & 18 DAC Satshan, Service Road, Tambaram West, Chennai - 600045, Near CTO Colony, Gokul Nagar",Chennai,Grocery Stores
Nilgiris Supermarket,+(91)4442112503,3.8,63,"Door No 32/43, Ground Floor, Shop No 1 & 2, K B Dasan Road, Teynampet, Chennai - 600018, Near SIET College",Chennai,Grocery Stores
Shree Krishna Supermarket,+(91)4422660032,4.5,60,"No 51, T V Vaithiyalingam Road, Old Pallavaram, Chennai - 600117, Near Icici Bank",Chennai,Grocery Stores
E Fairprice Supermarket,+(91)4424349966,3.7,60,"No 53/1, SPP Complex, Burkit Road, T Nagar, Chennai - 600017, Near Ramakrishna School",Chennai,Grocery Stores
Athvithaa Supermarket,+(91)8124231142,4.9,59,"No 31 A, Park Avenue 3rd Street,Seshadripuram, Baby Nagar, Velacheri, Chennai - 600042, Near Perungudi Railway Station",Chennai,Grocery Stores
Rajan Stores,+(91)9841381340,4.7,59,"No.5/1,Anna St, Professors Colony,1st Street, Tambaram, Chennai - 600059, Near By MMC Gate",Chennai,Grocery Stores
Andal Stores,+(91)4422531758,4.0,59,"23/22, Bhuvaneswari Nagar, 1st Main Road, Adambakkam, Chennai - 600042",Chennai,Grocery Stores
Karisal Organic Super Store,+(91)9677001597,4.0,59,"2/6, Rajiv Gandhi Salia, Navalur, Chennai - 600130, Opp Omr Food Court",Chennai,Grocery Stores
Nilgiris Supermarket,+(91)4442800999,3.8,59,"No 22/193, Pammal Main Road, Pammal, Chennai - 600075, Opposite ICICI Bank, Muthamizh Nagar",Chennai,Grocery Stores
1950 Gramiam Organic Shop,+(91)9940427381,4.9,58,"No.1 Nagireddy Street, Sreedevi Kuppam Main Rd, Valasaravakkam, Chennai - 600087, Opp to Omkar Medicals",Chennai,Grocery Stores
Patanjali Shop,+(91)9360021749,3.1,56,"Dr Ambedkarsalai, S. Kolathur, S.Kolathur, Sakthi Nagar, Kovilambakkam, Chennai - 600117",Chennai,Grocery Stores
Ethiraj Store,+(91)9176050658,4.2,55,"4/264 Alagappa Nagar,Mettukuppam, Raj Nagar-Okkiyam Thoraipakkam, Chennai - 600097",Chennai,Grocery Stores
New Murugan Provision Store,+(91)9884833589,4.2,55,"No: 2/702, Vadakku Pattu Main Road, Medavakkam, Chennai - 600100, Behind GreenTrends",Chennai,Grocery Stores
CSR SUPER Market,+(91)8939463317,4.1,55,"28A/18, Rangabashyam Street, West Saidapet, Saidapet, Chennai - 600015, Near Jayaraj Theatre",Chennai,Grocery Stores
Sowbhagya Margin Free Super..,+(91)4426450645,3.8,55,"29, Balfour Road-Kilpauk, Kilpauk, Chennai - 600010, Opposite to IDBI Bank",Chennai,Grocery Stores
New Thangam Departmental St..,+(91)4422603474,4.3,54,"No.1, Parthasarathy Nagar, Adambakkam, Chennai - 600088, Near By Police Station",Chennai,Grocery Stores
New Marthandan Stores,+(91)04424413043,4.4,52,"No 2, Balaram Road, Adyar, Chennai - 600020, Near Maya Motors",Chennai,Grocery Stores
Shahs Supermarket,+(91)4423766285,3.9,52,"49, Udhayam Colony, Lambert Nagar, Arcot Road, Chennai - 600092, Saligramam",Chennai,Grocery Stores
Sunrise Super Market,+(91)9566237110,4.0,49,"No 3/574, Mugalivakkam Main Road, Madhanandapuram, Chennai - 600116, Near jayamaruthi marriage hall",Chennai,Grocery Stores
All Day Fresh,+(91)4445002475,4.2,48,"No 22, Railway Colony  3rd Street NM Road, Aminjikarai, Chennai - 600030, Near HDFC Bank",Chennai,Grocery Stores
Saravana Stores,+(91)4428521832,3.5,47,"No 351, Narayana Naicken Street, Pudupet, Chennai - 600002, Near Komaleeswaranpet, Egmore",Chennai,Grocery Stores
Anbu Stores,+(91)9380539710,4.1,46,"No;18, Kakkan Street, Hl Colony, Pammal, Chennai - 600075",Chennai,Grocery Stores
Tamilnadu Departmental Stor..,+(91)4424915720,4.0,46,"No E 37, 2nd Avenue, Besant Nagar, Chennai - 600090, Near ICICI Bank 2nd Avenue",Chennai,Grocery Stores
Akshaya Super Market,+(91)4426650932,4.0,46,"No :158, Thana Street, Purasawalkam, Chennai - 600084",Chennai,Grocery Stores
Chennai Provision,+(91)4422583673,4.0,45,"No16, 1st Street, Madipakkam, Chennai - 600091, Periyar Nagar Extension",Chennai,Grocery Stores
M S Rajalakshmi Stores,+(91)4424721517,4.0,44,"No 39, Saidapet Road, Vadapalani, Chennai - 600026, Near Sivan Koil",Chennai,Grocery Stores
Vinayaga Super Market,+(91)4443535950,3.8,44,"NO:19/5, Pallikaranai, Chennai - 600100, Near ToIOB Bank",Chennai,Grocery Stores
Guru Supermarket,+(91)04427453522,3.2,43,"No 7/27, Kambar Street  , NH2, Maraimalai Nagar, Chennai - 603209, Near Govt High School Opp",Chennai,Grocery Stores
Happy Supermarket,+(91)4424733386,3.9,42,"Shop No 246, Rangarajapuram Main Road, Kodambakkam, Chennai - 600024, Near Pesumpadam Office",Chennai,Grocery Stores
A N S Pandian SUPER Market,+(91)4426822556,4.9,40,"No- 6279, Thiruverkadu Main Road, Ayapakkam, Chennai - 600077, Near City Union Bank",Chennai,Grocery Stores
Dhanyam Organic Super Store,+(91)04448643018,4.3,38,"T4, 6th Main Road, Nanganallur, Chennai - 600061, Near Roja Medicals",Chennai,Grocery Stores
Adyar Departmental Stores,+(91)04424467784,4.1,38,"No 116/3 A, 1st Avenue, Besant Nagar, Chennai - 600090, Opp Elliamman Koil",Chennai,Grocery Stores
Sri Kamatchi Amman Super Ma..,+(91)4423640197,4.3,37,"No 50, Arcot Road, Virugambakkam, Chennai - 600092, Near By CSI Church",Chennai,Grocery Stores
Lakshmis Andhra Pickles&pod..,+(91)9441788833,4.8,36,"No7, Nblock, Lotus Colony, 1st Main Road, Nandanam, Chennai - 600035",Chennai,Grocery Stores
New Nellai Kumar Stores,+(91)9976568003,4.6,36,"No 134, 25th Cross Street, Village High Road, Sholinganallur, Chennai - 600119, Near ECR Link Road Tollgate",Chennai,Grocery Stores
Sgr 777 Pvt Ltd,+(91)4448644355,4.4,35,"35, Nanganallur Coop Society, Colony, Nangainallur, 2nd Main Road, Nanganallur, Chennai - 600061",Chennai,Grocery Stores
Sivagami Provision Stores,+(91)4422456450,4.5,34,"No 1/6, West Karikalan Street, Adambakkam, Chennai - 600088, Near Mount Railway Station",Chennai,Grocery Stores
Vennila Angadi,+(91)9940265147,4.3,33,"No 27/12, South Mada Street, Mylapore, Chennai - 600004, Opposite Velleeswarar Temple",Chennai,Grocery Stores
Madras Sarvodaya Sangh Khad..,+(91)04448510033,4.2,33,"No 60, SPA Complex, Mounasamy Mada Street, Ambattur, Chennai - 600053, Near Kailash Mahal",Chennai,Grocery Stores
King Of Kings Supet Market,+(91)4425650404,3.9,33,"No 1, Perumal Koil Street, Kalpalayam, Kolathur, Chennai - 600099, Opp Crunch Gym",Chennai,Grocery Stores
